id,entity_id,degree_centrality,betweenness_centrality,pagerank,computed_at
NA001026,VH000168,0.0005,0,0.0002,2026-09-07T05:25:52.421084Z
NA001027,VH000169,0.0005,0,0.0002,2026-09-07T05:25:52.421088Z
NA001028,P000300,0.0048,0.0029,0.0008,2026-09-07T05:25:52.421093Z
NA001029,VH000170,0.0005,0,0.0002,2026-09-07T05:25:52.421097Z
NA001030,VH000171,0.0005,0,0.0002,2026-09-07T05:25:52.421102Z
NA001031,VH000172,0.0005,0,0.0002,2026-09-07T05:25:52.421107Z
NA001032,P000310,0.0054,0.0031,0.0008,2026-09-07T05:25:52.421111Z
NA001033,VH000173,0.0005,0,0.0001,2026-09-07T05:25:52.421116Z
NA001034,VH000174,0.0005,0,0.0002,2026-09-07T05:25:52.421121Z
NA001035,VH000175,0.0005,0,0.0002,2026-09-07T05:25:52.421126Z
NA001036,P000328,0.0032,0.0064,0.0005,2026-09-07T05:25:52.421130Z
NA001037,VH000176,0.0005,0,0.0002,2026-09-07T05:25:52.421137Z
NA001038,VH000177,0.0005,0,0.0002,2026-09-07T05:25:52.421141Z
NA001039,P000335,0.0027,0.0062,0.0005,2026-09-07T05:25:52.421146Z
NA001040,VH000178,0.0005,0,0.0002,2026-09-07T05:25:52.421150Z
NA001041,VH000179,0.0005,0,0.0002,2026-09-07T05:25:52.421155Z
NA001042,VH000180,0.0005,0,0.0002,2026-09-07T05:25:52.421159Z
NA001043,VH000181,0.0005,0,0.0002,2026-09-07T05:25:52.421164Z
NA001044,P000345,0.0038,0.0017,0.0007,2026-09-07T05:25:52.421169Z
NA001045,VH000182,0.0005,0,0.0002,2026-09-07T05:25:52.421173Z
NA001046,VH000183,0.0005,0,0.0002,2026-09-07T05:25:52.421178Z
NA001047,VH000184,0.0005,0,0.0002,2026-09-07T05:25:52.421182Z
NA001048,VH000185,0.0005,0,0.0002,2026-09-07T05:25:52.421186Z
NA001049,P000368,0.0016,0.0006,0.0004,2026-09-07T05:25:52.421191Z
NA001050,VH000186,0.0005,0,0.0002,2026-09-07T05:25:52.421195Z
NA001051,VH000187,0.0005,0,0.0002,2026-09-07T05:25:52.421200Z
NA001052,VH000188,0.0005,0,0.0002,2026-09-07T05:25:52.421206Z
NA001053,P000381,0.0054,0.0029,0.0008,2026-09-07T05:25:52.421215Z
NA001054,VH000189,0.0005,0,0.0002,2026-09-07T05:25:52.421223Z
NA001055,P000382,0.0038,0.0013,0.0007,2026-09-07T05:25:52.421228Z
NA001056,VH000190,0.0005,0,0.0002,2026-09-07T05:25:52.421233Z
NA001057,P000385,0.0032,0.0061,0.0005,2026-09-07T05:25:52.421240Z
NA001058,VH000191,0.0005,0,0.0002,2026-09-07T05:25:52.421245Z
NA001059,P000386,0.0038,0.0017,0.0006,2026-09-07T05:25:52.421249Z
NA001060,VH000192,0.0005,0,0.0002,2026-09-07T05:25:52.421254Z
NA001061,VH000193,0.0005,0,0.0002,2026-09-07T05:25:52.421258Z
NA001062,P000393,0.0054,0.0066,0.0009,2026-09-07T05:25:52.421263Z
NA001063,VH000194,0.0005,0,0.0002,2026-09-07T05:25:52.421268Z
NA001064,VH000195,0.0005,0,0.0002,2026-09-07T05:25:52.421272Z
NA001065,P000419,0.0054,0.0019,0.0008,2026-09-07T05:25:52.421277Z
NA001066,VH000196,0.0005,0,0.0001,2026-09-07T05:25:52.421281Z
NA001067,VH000197,0.0005,0,0.0002,2026-09-07T05:25:52.421286Z
NA001068,P000425,0.0059,0.0047,0.0009,2026-09-07T05:25:52.421290Z
NA001069,VH000198,0.0005,0,0.0001,2026-09-07T05:25:52.421296Z
NA001070,VH000199,0.0005,0,0.0002,2026-09-07T05:25:52.421301Z
NA001071,VH000200,0.0005,0,0.0002,2026-09-07T05:25:52.421306Z
NA001072,VH000201,0.0005,0,0.0002,2026-09-07T05:25:52.421310Z
NA001073,VH000202,0.0005,0,0.0002,2026-09-07T05:25:52.421315Z
NA001074,P000442,0.0038,0.0014,0.0006,2026-09-07T05:25:52.421319Z
NA001075,VH000203,0.0005,0,0.0002,2026-09-07T05:25:52.421324Z
NA001076,VH000204,0.0005,0,0.0002,2026-09-07T05:25:52.421330Z
NA001077,P000445,0.0027,0.001,0.0005,2026-09-07T05:25:52.421335Z
NA001078,VH000205,0.0005,0,0.0002,2026-09-07T05:25:52.421339Z
NA001079,VH000206,0.0005,0,0.0002,2026-09-07T05:25:52.421344Z
NA001080,P000457,0.0021,0.0008,0.0005,2026-09-07T05:25:52.421349Z
NA001081,VH000207,0.0005,0,0.0002,2026-09-07T05:25:52.421353Z
NA001082,P000473,0.0043,0.0018,0.0008,2026-09-07T05:25:52.421358Z
NA001083,VH000208,0.0005,0,0.0002,2026-09-07T05:25:52.421362Z
NA001084,VH000209,0.0005,0,0.0002,2026-09-07T05:25:52.421367Z
NA001085,P000508,0.0011,0.0005,0.0003,2026-09-07T05:25:52.421372Z
NA001086,VH000210,0.0005,0,0.0002,2026-09-07T05:25:52.421377Z
NA001087,P000519,0.0027,0.0008,0.0005,2026-09-07T05:25:52.421381Z
NA001088,VH000211,0.0005,0,0.0002,2026-09-07T05:25:52.421386Z
NA001089,P000520,0.0021,0.0007,0.0004,2026-09-07T05:25:52.421390Z
NA001090,VH000212,0.0005,0,0.0002,2026-09-07T05:25:52.421395Z
NA001091,P000523,0.0021,0.0006,0.0004,2026-09-07T05:25:52.421399Z
NA001092,VH000213,0.0005,0,0.0002,2026-09-07T05:25:52.421404Z
NA001093,P000528,0.0021,0.0006,0.0004,2026-09-07T05:25:52.421408Z
NA001094,VH000214,0.0005,0,0.0002,2026-09-07T05:25:52.421413Z
NA001095,VH000215,0.0005,0,0.0002,2026-09-07T05:25:52.421417Z
NA001096,P000538,0.0021,0.001,0.0005,2026-09-07T05:25:52.421424Z
NA001097,VH000216,0.0005,0,0.0002,2026-09-07T05:25:52.421428Z
NA001098,P000542,0.0032,0.0008,0.0006,2026-09-07T05:25:52.421433Z
NA001099,VH000217,0.0005,0,0.0002,2026-09-07T05:25:52.421437Z
NA001100,P000543,0.0027,0.0016,0.0005,2026-09-07T05:25:52.421442Z
NA001101,VH000218,0.0005,0,0.0002,2026-09-07T05:25:52.421447Z
NA001102,P000546,0.0016,0.0006,0.0004,2026-09-07T05:25:52.421453Z
NA001103,VH000219,0.0005,0,0.0002,2026-09-07T05:25:52.421457Z
NA001104,VH000220,0.0005,0,0.0002,2026-09-07T05:25:52.421461Z
NA001105,P000555,0.0027,0.0013,0.0006,2026-09-07T05:25:52.421466Z
NA001106,VH000221,0.0005,0,0.0002,2026-09-07T05:25:52.421470Z
NA001107,VH000222,0.0005,0,0.0002,2026-09-07T05:25:52.421474Z
NA001108,VH000223,0.0005,0,0.0002,2026-09-07T05:25:52.421479Z
NA001109,VH000224,0.0005,0,0.0002,2026-09-07T05:25:52.421483Z
NA001110,P000571,0.0027,0.0011,0.0005,2026-09-07T05:25:52.421488Z
NA001111,VH000225,0.0005,0,0.0002,2026-09-07T05:25:52.421492Z
NA001112,VH000226,0.0005,0,0.0002,2026-09-07T05:25:52.421498Z
NA001113,VH000227,0.0005,0,0.0002,2026-09-07T05:25:52.421503Z
NA001114,P000577,0.0032,0.0011,0.0005,2026-09-07T05:25:52.421508Z
NA001115,VH000228,0.0005,0,0.0002,2026-09-07T05:25:52.421514Z
NA001116,P000582,0.0021,0.0012,0.0004,2026-09-07T05:25:52.421518Z
NA001117,VH000229,0.0005,0,0.0002,2026-09-07T05:25:52.421524Z
NA001118,P000583,0.0032,0.0016,0.0006,2026-09-07T05:25:52.421529Z
NA001119,VH000230,0.0005,0,0.0002,2026-09-07T05:25:52.421533Z
NA001120,P000588,0.0038,0.001,0.0007,2026-09-07T05:25:52.421538Z
NA001121,VH000231,0.0005,0,0.0002,2026-09-07T05:25:52.421543Z
NA001122,VH000232,0.0005,0,0.0002,2026-09-07T05:25:52.421547Z
NA001123,P000615,0.0011,0.0055,0.0004,2026-09-07T05:25:52.421552Z
NA001124,VH000233,0.0005,0,0.0002,2026-09-07T05:25:52.421556Z
NA001125,VH000234,0.0005,0,0.0002,2026-09-07T05:25:52.421560Z
NA001126,AC000002,0.0005,0,0.0001,2026-09-07T05:25:52.421565Z
NA001127,AC000003,0.0274,0.0211,0.005,2026-09-07T05:25:52.421569Z
NA001128,AC000004,0.0279,0.0319,0.0049,2026-09-07T05:25:52.421574Z
NA001129,AC000005,0.0016,0.0009,0.0003,2026-09-07T05:25:52.421579Z
NA001130,AC000006,0.0005,0,0.0001,2026-09-07T05:25:52.421583Z
NA001131,AC000007,0.0005,0,0.0001,2026-09-07T05:25:52.421587Z
NA001132,AC000008,0.0011,0.0003,0.0002,2026-09-07T05:25:52.421592Z
NA001133,AC000009,0.0005,0,0.0002,2026-09-07T05:25:52.421596Z
NA001134,AC000010,0.0005,0,0.0002,2026-09-07T05:25:52.421601Z
NA001135,AC000011,0.0005,0,0.0002,2026-09-07T05:25:52.421607Z
NA001136,AC000012,0.0005,0,0.0002,2026-09-07T05:25:52.421611Z
NA001137,AC000013,0.0005,0,0.0001,2026-09-07T05:25:52.421616Z
NA001138,AC000014,0.0016,0.0008,0.0003,2026-09-07T05:25:52.421620Z
NA001139,AC000015,0.0011,0.0002,0.0002,2026-09-07T05:25:52.421625Z
NA001140,AC000016,0.0005,0,0.0001,2026-09-07T05:25:52.421629Z
NA001141,AC000017,0.0011,0.0003,0.0002,2026-09-07T05:25:52.421634Z
NA001142,AC000018,0.0005,0,0.0001,2026-09-07T05:25:52.421639Z
NA001143,AC000019,0.0005,0,0.0002,2026-09-07T05:25:52.421643Z
NA001144,AC000020,0.0005,0,0.0002,2026-09-07T05:25:52.421647Z
NA001145,AC000021,0.0005,0,0.0001,2026-09-07T05:25:52.421651Z
NA001146,AC000022,0.0011,0.0007,0.0002,2026-09-07T05:25:52.421656Z
NA001147,AC000023,0.0419,0.0503,0.0073,2026-09-07T05:25:52.421661Z
NA001148,AC000024,0.0301,0.0217,0.0055,2026-09-07T05:25:52.421665Z
NA001149,AC000025,0.0016,0.0007,0.0003,2026-09-07T05:25:52.421672Z
NA001150,AC000026,0.0011,0.0001,0.0003,2026-09-07T05:25:52.421677Z
NA001151,AC000027,0.0011,0,0.0002,2026-09-07T05:25:52.421681Z
NA001152,AC000028,0.0011,0.0004,0.0002,2026-09-07T05:25:52.421686Z
NA001153,AC000029,0.0011,0.0005,0.0002,2026-09-07T05:25:52.421690Z
NA001154,AC000030,0.0011,0.0004,0.0002,2026-09-07T05:25:52.421698Z
NA001155,AC000031,0.0021,0.0014,0.0004,2026-09-07T05:25:52.421703Z
NA001156,AC000032,0.0016,0.0003,0.0003,2026-09-07T05:25:52.421708Z
NA001157,AC000033,0.0016,0.0008,0.0003,2026-09-07T05:25:52.421712Z
NA001158,AC000034,0.0005,0,0.0001,2026-09-07T05:25:52.421716Z
NA001159,AC000035,0.0005,0,0.0001,2026-09-07T05:25:52.421721Z
NA001160,AC000036,0.0005,0,0.0001,2026-09-07T05:25:52.421726Z
NA001161,AC000037,0.0011,0.0003,0.0002,2026-09-07T05:25:52.421731Z
NA001162,AC000039,0.0011,0.0004,0.0002,2026-09-07T05:25:52.421735Z
NA001163,AC000040,0.0016,0.0005,0.0003,2026-09-07T05:25:52.421740Z
NA001164,AC000041,0.0011,0,0.0003,2026-09-07T05:25:52.421745Z
NA001165,AC000042,0.0016,0.0005,0.0003,2026-09-07T05:25:52.421749Z
NA001166,AC000043,0.0021,0.0026,0.0004,2026-09-07T05:25:52.421754Z
NA001167,AC000044,0.0011,0.0006,0.0002,2026-09-07T05:25:52.421758Z
NA001168,AC000045,0.0005,0,0.0001,2026-09-07T05:25:52.421763Z
NA001169,AC000046,0.0021,0.0007,0.0004,2026-09-07T05:25:52.421767Z
NA001170,AC000047,0.0016,0.0011,0.0003,2026-09-07T05:25:52.421772Z
NA001171,AC000048,0.0016,0.0005,0.0003,2026-09-07T05:25:52.421776Z
NA001172,AC000049,0.0011,0.0004,0.0002,2026-09-07T05:25:52.421784Z
NA001173,AC000050,0.0005,0,0.0001,2026-09-07T05:25:52.421792Z
NA001174,AC000051,0.0011,0.0002,0.0002,2026-09-07T05:25:52.421799Z
NA001175,AC000052,0.0021,0.001,0.0004,2026-09-07T05:25:52.421804Z
NA001176,AC000053,0.0005,0,0.0001,2026-09-07T05:25:52.421809Z
NA001177,AC000054,0.0011,0.001,0.0002,2026-09-07T05:25:52.421814Z
NA001178,AC000055,0.0021,0.0009,0.0004,2026-09-07T05:25:52.421818Z
NA001179,AC000056,0.0016,0.0002,0.0003,2026-09-07T05:25:52.421823Z
NA001180,AC000057,0.0016,0.0007,0.0004,2026-09-07T05:25:52.421829Z
NA001181,AC000058,0.0011,0.0002,0.0002,2026-09-07T05:25:52.421834Z
NA001182,AC000059,0.0005,0,0.0001,2026-09-07T05:25:52.421838Z
NA001183,AC000060,0.0005,0,0.0001,2026-09-07T05:25:52.421843Z
NA001184,AC000061,0.0005,0,0.0001,2026-09-07T05:25:52.421847Z
NA001185,AC000062,0.0005,0,0.0001,2026-09-07T05:25:52.421851Z
NA001186,AC000063,0.0011,0.0004,0.0002,2026-09-07T05:25:52.421856Z
NA001187,AC000064,0.0011,0.0002,0.0002,2026-09-07T05:25:52.421860Z
NA001188,AC000065,0.0005,0,0.0001,2026-09-07T05:25:52.421865Z
NA001189,AC000066,0.0005,0,0.0001,2026-09-07T05:25:52.421870Z
NA001190,AC000067,0.0016,0.0014,0.0003,2026-09-07T05:25:52.421874Z
NA001191,AC000068,0.0011,0.0003,0.0002,2026-09-07T05:25:52.421879Z
NA001192,AC000069,0.0005,0,0.0001,2026-09-07T05:25:52.421883Z
NA001193,AC000070,0.0005,0,0.0002,2026-09-07T05:25:52.421890Z
NA001194,AC000071,0.0011,0.0003,0.0002,2026-09-07T05:25:52.421894Z
NA001195,AC000072,0.0005,0,0.0001,2026-09-07T05:25:52.421899Z
NA001196,AC000073,0.0005,0,0.0001,2026-09-07T05:25:52.421905Z
NA001197,AC000074,0.0005,0,0.0001,2026-09-07T05:25:52.421909Z
NA001198,AC000075,0.0005,0,0.0001,2026-09-07T05:25:52.421914Z
NA001199,AC000076,0.0011,0.0003,0.0002,2026-09-07T05:25:52.421918Z
NA001200,AC000077,0.0011,0.0002,0.0002,2026-09-07T05:25:52.421923Z
NA001201,AC000078,0.0011,0.0001,0.0002,2026-09-07T05:25:52.421928Z
NA001202,AC000079,0.0011,0.0002,0.0002,2026-09-07T05:25:52.421932Z
NA001203,AC000080,0.0011,0.0002,0.0002,2026-09-07T05:25:52.421937Z
NA001204,AC000081,0.0005,0,0.0002,2026-09-07T05:25:52.421942Z
NA001205,AC000082,0.0011,0.0005,0.0002,2026-09-07T05:25:52.421946Z
NA001206,AC000084,0.0011,0.0005,0.0002,2026-09-07T05:25:52.421951Z
NA001207,AC000085,0.0011,0.0001,0.0002,2026-09-07T05:25:52.421955Z
NA001208,AC000086,0.0021,0.0019,0.0004,2026-09-07T05:25:52.421960Z
NA001209,AC000087,0.0011,0.0007,0.0002,2026-09-07T05:25:52.421964Z
NA001210,AC000088,0.0016,0.0002,0.0003,2026-09-07T05:25:52.421969Z
NA001211,AC000089,0.0016,0.0006,0.0003,2026-09-07T05:25:52.421973Z
NA001212,AC000090,0.0005,0,0.0001,2026-09-07T05:25:52.421980Z
NA001213,AC000091,0.0005,0,0.0001,2026-09-07T05:25:52.421986Z
NA001214,AC000092,0.0005,0,0.0001,2026-09-07T05:25:52.421990Z
NA001215,AC000093,0.0011,0.0002,0.0002,2026-09-07T05:25:52.421995Z
NA001216,AC000094,0.0011,0.0005,0.0002,2026-09-07T05:25:52.421999Z
NA001217,AC000095,0.0005,0,0.0001,2026-09-07T05:25:52.422004Z
NA001218,AC000096,0.0016,0.0007,0.0003,2026-09-07T05:25:52.422008Z
NA001219,AC000097,0.0011,0.0002,0.0002,2026-09-07T05:25:52.422012Z
NA001220,AC000098,0.0011,0.0002,0.0002,2026-09-07T05:25:52.422017Z
NA001221,AC000099,0.0011,0.0003,0.0002,2026-09-07T05:25:52.422021Z
NA001222,AC000100,0.0005,0,0.0002,2026-09-07T05:25:52.422026Z
NA001223,AC000101,0.0011,0.0006,0.0002,2026-09-07T05:25:52.422030Z
NA001224,AC000102,0.0016,0.0006,0.0003,2026-09-07T05:25:52.422035Z
NA001225,AC000103,0.0005,0,0.0001,2026-09-07T05:25:52.422039Z
NA001226,AC000104,0.0011,0.0001,0.0002,2026-09-07T05:25:52.422043Z
NA001227,AC000105,0.0005,0,0.0001,2026-09-07T05:25:52.422048Z
NA001228,AC000106,0.0005,0,0.0001,2026-09-07T05:25:52.422052Z
NA001229,AC000107,0.0005,0,0.0001,2026-09-07T05:25:52.422056Z
NA001230,AC000108,0.0011,0.0011,0.0002,2026-09-07T05:25:52.422061Z
NA001231,AC000109,0.0011,0.0002,0.0002,2026-09-07T05:25:52.422065Z
NA001232,AC000110,0.0011,0.0002,0.0002,2026-09-07T05:25:52.422072Z
NA001233,AC000111,0.0005,0,0.0001,2026-09-07T05:25:52.422076Z
NA001234,AC000112,0.0005,0,0.0001,2026-09-07T05:25:52.422081Z
NA001235,AC000113,0.0011,0.0006,0.0002,2026-09-07T05:25:52.422086Z
NA001236,AC000114,0.0016,0.0002,0.0003,2026-09-07T05:25:52.422090Z
NA001237,AC000115,0.0016,0.0008,0.0004,2026-09-07T05:25:52.422095Z
NA001238,AC000116,0.0016,0.0011,0.0004,2026-09-07T05:25:52.422099Z
NA001239,AC000117,0.0016,0.0002,0.0003,2026-09-07T05:25:52.422105Z
NA001240,AC000118,0.0016,0.0014,0.0003,2026-09-07T05:25:52.422109Z
NA001241,AC000119,0.0011,0.0003,0.0002,2026-09-07T05:25:52.422114Z
NA001242,AC000120,0.0005,0,0.0002,2026-09-07T05:25:52.422119Z
NA001243,AC000121,0.0005,0,0.0001,2026-09-07T05:25:52.422125Z
NA001244,AC000122,0.0011,0.0006,0.0002,2026-09-07T05:25:52.422132Z
NA001245,AC000123,0.0011,0.0004,0.0002,2026-09-07T05:25:52.422136Z
NA001246,AC000124,0.0005,0,0.0001,2026-09-07T05:25:52.422143Z
NA001247,AC000125,0.0005,0,0.0001,2026-09-07T05:25:52.422148Z
NA001248,AC000126,0.0005,0,0.0002,2026-09-07T05:25:52.422152Z
NA001249,AC000127,0.0005,0,0.0002,2026-09-07T05:25:52.422157Z
NA001250,AC000128,0.0011,0.0002,0.0002,2026-09-07T05:25:52.422161Z
NA001251,AC000130,0.0005,0,0.0001,2026-09-07T05:25:52.422166Z
NA001252,AC000131,0.0021,0.0003,0.0004,2026-09-07T05:25:52.422172Z
NA001253,AC000132,0.0016,0.0002,0.0003,2026-09-07T05:25:52.422176Z
NA001254,AC000133,0.0011,0.0001,0.0003,2026-09-07T05:25:52.422181Z
NA001255,AC000134,0.0011,0.0004,0.0002,2026-09-07T05:25:52.422185Z
NA001256,AC000135,0.0005,0,0.0001,2026-09-07T05:25:52.422189Z
NA001257,AC000136,0.0005,0,0.0001,2026-09-07T05:25:52.422194Z
NA001258,AC000137,0.0005,0,0.0001,2026-09-07T05:25:52.422198Z
NA001259,AC000138,0.0005,0,0.0001,2026-09-07T05:25:52.422203Z
NA001260,AC000139,0.0011,0.0005,0.0002,2026-09-07T05:25:52.422207Z
NA001261,AC000140,0.0005,0,0.0001,2026-09-07T05:25:52.422211Z
NA001262,AC000141,0.0011,0.0003,0.0002,2026-09-07T05:25:52.422216Z
NA001263,AC000142,0.0005,0,0.0001,2026-09-07T05:25:52.422220Z
NA001264,AC000143,0.0005,0,0.0001,2026-09-07T05:25:52.422225Z
NA001265,AC000144,0.0016,0.0008,0.0003,2026-09-07T05:25:52.422229Z
NA001266,AC000145,0.0021,0.0004,0.0004,2026-09-07T05:25:52.422233Z
NA001267,AC000146,0.0021,0.0007,0.0004,2026-09-07T05:25:52.422238Z
NA001268,AC000147,0.0016,0.0011,0.0004,2026-09-07T05:25:52.422250Z
NA001269,AC000148,0.0016,0.0004,0.0003,2026-09-07T05:25:52.422257Z
NA001270,AC000149,0.0016,0.0007,0.0003,2026-09-07T05:25:52.422262Z
NA001271,AC000150,0.0011,0.0001,0.0003,2026-09-07T05:25:52.422268Z
NA001272,AC000151,0.0011,0.0004,0.0002,2026-09-07T05:25:52.422273Z
NA001273,AC000152,0.0011,0.0002,0.0002,2026-09-07T05:25:52.422278Z
NA001274,AC000153,0.0005,0,0.0001,2026-09-07T05:25:52.422282Z
NA001275,AC000154,0.0005,0,0.0002,2026-09-07T05:25:52.422286Z
NA001276,AC000155,0.0005,0,0.0002,2026-09-07T05:25:52.422293Z
NA001277,AC000156,0.0011,0.0006,0.0002,2026-09-07T05:25:52.422298Z
NA001278,AC000157,0.0005,0,0.0002,2026-09-07T05:25:52.422302Z
NA001279,AC000158,0.0011,0.0001,0.0002,2026-09-07T05:25:52.422307Z
NA001280,AC000159,0.0016,0.0005,0.0003,2026-09-07T05:25:52.422312Z
NA001281,AC000160,0.0005,0,0.0001,2026-09-07T05:25:52.422317Z
NA001282,AC000161,0.0005,0,0.0002,2026-09-07T05:25:52.422322Z
NA001283,AC000162,0.0005,0,0.0001,2026-09-07T05:25:52.422327Z
NA001284,AC000163,0.0005,0,0.0002,2026-09-07T05:25:52.422332Z
NA001285,AC000164,0.0016,0.0008,0.0003,2026-09-07T05:25:52.422337Z
NA001286,AC000165,0.0011,0.0004,0.0002,2026-09-07T05:25:52.422341Z
NA001287,AC000167,0.0011,0.0005,0.0002,2026-09-07T05:25:52.422346Z
NA001288,AC000168,0.0011,0.0003,0.0002,2026-09-07T05:25:52.422350Z
NA001289,AC000169,0.0011,0.0002,0.0003,2026-09-07T05:25:52.422355Z
NA001290,AC000170,0.0011,0.0001,0.0003,2026-09-07T05:25:52.422359Z
NA001291,AC000171,0.0005,0,0.0001,2026-09-07T05:25:52.422370Z
NA001292,AC000172,0.0005,0,0.0001,2026-09-07T05:25:52.422375Z
NA001293,AC000173,0.0005,0,0.0001,2026-09-07T05:25:52.422379Z
NA001294,AC000174,0.0005,0,0.0001,2026-09-07T05:25:52.422383Z
NA001295,AC000175,0.0011,0.0005,0.0002,2026-09-07T05:25:52.422388Z
NA001296,AC000176,0.0005,0,0.0001,2026-09-07T05:25:52.422392Z
NA001297,AC000177,0.0011,0.0004,0.0002,2026-09-07T05:25:52.422397Z
NA001298,AC000178,0.0011,0.0006,0.0002,2026-09-07T05:25:52.422402Z
NA001299,AC000179,0.0011,0.0002,0.0002,2026-09-07T05:25:52.422406Z
NA001300,AC000180,0.0011,0.0001,0.0002,2026-09-07T05:25:52.422411Z
NA001301,AC000181,0.0011,0.0002,0.0002,2026-09-07T05:25:52.422415Z
NA001302,AC000182,0.0011,0.0004,0.0002,2026-09-07T05:25:52.422420Z
NA001303,AC000183,0.0005,0,0.0001,2026-09-07T05:25:52.422424Z
NA001304,AC000184,0.0005,0,0.0001,2026-09-07T05:25:52.422428Z
NA001305,AC000185,0.0011,0.0005,0.0002,2026-09-07T05:25:52.422433Z
NA001306,AC000186,0.0005,0,0.0001,2026-09-07T05:25:52.422437Z
NA001307,AC000187,0.0011,0.0006,0.0002,2026-09-07T05:25:52.422442Z
NA001308,AC000188,0.0011,0.0002,0.0003,2026-09-07T05:25:52.422449Z
NA001309,AC000189,0.0011,0.0001,0.0003,2026-09-07T05:25:52.422457Z
NA001310,AC000190,0.0011,0.0005,0.0002,2026-09-07T05:25:52.422470Z
NA001311,AC000191,0.0005,0,0.0001,2026-09-07T05:25:52.422477Z
NA001312,AC000192,0.0011,0.0004,0.0002,2026-09-07T05:25:52.422484Z
NA001313,AC000193,0.0016,0.0009,0.0003,2026-09-07T05:25:52.422491Z
NA001314,AC000194,0.0005,0,0.0002,2026-09-07T05:25:52.422499Z
NA001315,AC000195,0.0011,0.0004,0.0002,2026-09-07T05:25:52.422506Z
NA001316,AC000196,0.0011,0.0004,0.0002,2026-09-07T05:25:52.422514Z
NA001317,AC000197,0.0011,0.0006,0.0002,2026-09-07T05:25:52.422521Z
NA001318,AC000198,0.0016,0.0005,0.0003,2026-09-07T05:25:52.422528Z
NA001319,AC000199,0.0011,0.0005,0.0002,2026-09-07T05:25:52.422535Z
NA001320,AC000200,0.0016,0.0005,0.0003,2026-09-07T05:25:52.422542Z
NA001321,AC000201,0.0005,0,0.0002,2026-09-07T05:25:52.422550Z
NA001322,AC000202,0.0011,0.0009,0.0002,2026-09-07T05:25:52.422556Z
NA001323,AC000204,0.0005,0,0.0001,2026-09-07T05:25:52.422564Z
NA001324,AC000205,0.0011,0.0001,0.0003,2026-09-07T05:25:52.422573Z
NA001325,AC000206,0.0011,0.0001,0.0003,2026-09-07T05:25:52.422581Z
NA001326,AC000207,0.0011,0.0006,0.0002,2026-09-07T05:25:52.422590Z
NA001327,AC000208,0.0011,0.0003,0.0002,2026-09-07T05:25:52.422602Z
NA001328,AC000209,0.0005,0,0.0002,2026-09-07T05:25:52.422611Z
NA001329,AC000210,0.0005,0,0.0002,2026-09-07T05:25:52.422620Z
NA001330,AC000211,0.0011,0.0005,0.0002,2026-09-07T05:25:52.422631Z
NA001331,AC000212,0.0005,0,0.0002,2026-09-07T05:25:52.422641Z
NA001332,AC000213,0.0005,0,0.0002,2026-09-07T05:25:52.422650Z
NA001333,AC000214,0.0011,0.0002,0.0002,2026-09-07T05:25:52.422659Z
NA001334,AC000215,0.0005,0,0.0002,2026-09-07T05:25:52.422667Z
NA001335,AC000216,0.0005,0,0.0002,2026-09-07T05:25:52.422675Z
NA001336,AC000217,0.0005,0,0.0002,2026-09-07T05:25:52.422683Z
NA001337,AC000218,0.0011,0.0003,0.0002,2026-09-07T05:25:52.422691Z
NA001338,AC000219,0.0005,0,0.0002,2026-09-07T05:25:52.422698Z
NA001339,AC000220,0.0016,0.0009,0.0003,2026-09-07T05:25:52.422705Z
NA001340,AC000221,0.0005,0,0.0002,2026-09-07T05:25:52.422714Z
NA001341,AC000222,0.0005,0,0.0002,2026-09-07T05:25:52.422722Z
NA001342,AC000223,0.0011,0.0004,0.0002,2026-09-07T05:25:52.422730Z
NA001343,AC000224,0.0011,0.0004,0.0002,2026-09-07T05:25:52.422738Z
NA001344,AC000225,0.0005,0,0.0002,2026-09-07T05:25:52.422746Z
NA001345,AC000226,0.0011,0.0003,0.0002,2026-09-07T05:25:52.422754Z
NA001346,AC000227,0.0011,0.0001,0.0002,2026-09-07T05:25:52.422763Z
NA001347,AC000228,0.0011,0.0003,0.0002,2026-09-07T05:25:52.422770Z
NA001348,AC000229,0.0005,0,0.0002,2026-09-07T05:25:52.422776Z
NA001349,AC000230,0.0011,0.0003,0.0002,2026-09-07T05:25:52.422783Z
NA001350,AC000231,0.0005,0,0.0002,2026-09-07T05:25:52.422788Z
NA001351,AC000232,0.0005,0,0.0002,2026-09-07T05:25:52.422795Z
NA001352,AC000233,0.0011,0.0008,0.0002,2026-09-07T05:25:52.422802Z
NA001353,AC000234,0.0011,0.0006,0.0002,2026-09-07T05:25:52.422809Z
NA001354,AC000235,0.0005,0,0.0002,2026-09-07T05:25:52.422817Z
NA001355,AC000236,0.0016,0.0006,0.0003,2026-09-07T05:25:52.422824Z
NA001356,AC000237,0.0016,0.0009,0.0004,2026-09-07T05:25:52.422831Z
NA001357,AC000238,0.0011,0.0004,0.0002,2026-09-07T05:25:52.422838Z
NA001358,AC000239,0.0016,0.0004,0.0003,2026-09-07T05:25:52.422846Z
NA001359,AC000240,0.0011,0.0003,0.0002,2026-09-07T05:25:52.422851Z
NA001360,AC000241,0.0005,0,0.0002,2026-09-07T05:25:52.422856Z
NA001361,AC000242,0.0011,0.0008,0.0002,2026-09-07T05:25:52.422860Z
NA001362,AC000243,0.0011,0.0005,0.0002,2026-09-07T05:25:52.422865Z
