id,source_entity_id,source_entity_type,target_entity_id,target_entity_type,relationship_type,confidence_score,first_seen_at,last_seen_at,source_record_id,source_record_type,evidence_id,status,created_at
REL006611,P000377,PERSON,P000015,PERSON,COMMUNICATED_WITH,0.94,2024-07-14T23:08:49Z,2024-07-14T23:17:33Z,CDR-20240714-003096,CDR,EV000091,active,2026-09-07T05:41:13.856634Z
REL006612,P000006,PERSON,P000005,PERSON,COMMUNICATED_WITH,0.82,2025-11-18T13:06:17Z,2025-11-18T13:19:10Z,CDR-20251118-003097,CDR,EV000097,active,2026-09-07T05:41:13.856692Z
REL006613,P000626,PERSON,P000266,PERSON,COMMUNICATED_WITH,0.82,2024-05-21T22:31:17Z,2024-05-21T22:34:57Z,CDR-20240521-003098,CDR,EV000092,archived,2026-09-07T05:41:13.856865Z
REL006614,P000163,PERSON,P000166,PERSON,COMMUNICATED_WITH,0.82,2025-02-06T18:02:51Z,2025-02-06T18:07:38Z,CDR-20250206-003099,CDR,EV000100,archived,2026-09-07T05:41:13.857000Z
REL006615,P000522,PERSON,P000168,PERSON,COMMUNICATED_WITH,0.78,2025-03-12T04:59:16Z,2025-03-12T05:05:54Z,CDR-20250312-003100,CDR,EV000101,archived,2026-09-07T05:41:13.857138Z
REL006616,P000180,PERSON,P000045,PERSON,COMMUNICATED_WITH,0.79,2025-02-18T15:51:24Z,2025-02-18T16:03:09Z,CDR-20250218-003101,CDR,EV000095,archived,2026-09-07T05:41:13.857292Z
REL006617,P000364,PERSON,P000201,PERSON,COMMUNICATED_WITH,0.93,2025-09-20T17:23:53Z,2025-09-20T17:33:40Z,CDR-20250920-003102,CDR,EV000101,active,2026-09-07T05:41:13.857381Z
REL006618,P000105,PERSON,P000099,PERSON,COMMUNICATED_WITH,0.9,2026-06-25T07:30:24Z,2026-06-25T07:36:09Z,CDR-20260625-003103,CDR,EV000092,active,2026-09-07T05:41:13.857423Z
REL006619,P000034,PERSON,P000037,PERSON,COMMUNICATED_WITH,0.97,2024-11-24T23:10:07Z,2024-11-24T23:11:19Z,CDR-20241124-003104,CDR,EV000098,active,2026-09-07T05:41:13.857508Z
REL006620,P000271,PERSON,P000108,PERSON,COMMUNICATED_WITH,0.79,2024-07-18T17:56:34Z,2024-07-18T18:08:06Z,CDR-20240718-003105,CDR,EV000091,archived,2026-09-07T05:41:13.857597Z
REL006621,P000219,PERSON,P000184,PERSON,COMMUNICATED_WITH,0.97,2026-06-11T00:56:54Z,2026-06-11T01:09:13Z,CDR-20260611-003106,CDR,EV000099,active,2026-09-07T05:41:13.857681Z
REL006622,P000394,PERSON,P000004,PERSON,COMMUNICATED_WITH,0.89,2025-12-31T04:22:47Z,2025-12-31T04:37:21Z,CDR-20251231-003107,CDR,EV000096,active,2026-09-07T05:41:13.857763Z
REL006623,P000009,PERSON,P000351,PERSON,COMMUNICATED_WITH,0.81,2026-08-07T18:32:19Z,2026-08-07T18:42:45Z,CDR-20260807-003108,CDR,EV000100,active,2026-09-07T05:41:13.857902Z
REL006624,P000075,PERSON,P000074,PERSON,COMMUNICATED_WITH,0.88,2025-11-18T00:48:46Z,2025-11-18T00:56:39Z,CDR-20251118-003109,CDR,EV000102,active,2026-09-07T05:41:13.857941Z
REL006625,P000444,PERSON,P000111,PERSON,COMMUNICATED_WITH,0.76,2025-12-18T03:24:08Z,2025-12-18T03:25:26Z,CDR-20251218-003110,CDR,EV000095,active,2026-09-07T05:41:13.858023Z
REL006626,P000161,PERSON,P000070,PERSON,COMMUNICATED_WITH,0.97,2024-09-01T12:49:58Z,2024-09-01T12:59:41Z,CDR-20240901-003111,CDR,EV000097,archived,2026-09-07T05:41:13.858160Z
REL006627,P000368,PERSON,P000130,PERSON,COMMUNICATED_WITH,0.89,2024-11-07T15:22:21Z,2024-11-07T15:33:58Z,CDR-20241107-003112,CDR,EV000098,archived,2026-09-07T05:41:13.858245Z
REL006628,P000321,PERSON,P000109,PERSON,COMMUNICATED_WITH,0.81,2026-02-10T11:52:11Z,2026-02-10T12:06:31Z,CDR-20260210-003113,CDR,EV000091,active,2026-09-07T05:41:13.858328Z
REL006629,P000150,PERSON,P000595,PERSON,COMMUNICATED_WITH,0.85,2025-08-12T22:20:51Z,2025-08-12T22:27:17Z,CDR-20250812-003114,CDR,EV000101,archived,2026-09-07T05:41:13.858465Z
REL006630,P000139,PERSON,P000152,PERSON,COMMUNICATED_WITH,0.81,2026-03-07T04:52:01Z,2026-03-07T05:04:12Z,CDR-20260307-003115,CDR,EV000092,active,2026-09-07T05:41:13.858506Z
REL006631,P000254,PERSON,P000095,PERSON,COMMUNICATED_WITH,0.95,2025-04-24T19:30:00Z,2025-04-24T19:37:04Z,CDR-20250424-003116,CDR,EV000096,archived,2026-09-07T05:41:13.858619Z
REL006632,P000136,PERSON,P000134,PERSON,COMMUNICATED_WITH,0.88,2025-10-18T08:10:30Z,2025-10-18T08:12:30Z,CDR-20251018-003117,CDR,EV000091,active,2026-09-07T05:41:13.858701Z
REL006633,P000130,PERSON,P000123,PERSON,COMMUNICATED_WITH,0.79,2025-06-24T21:29:33Z,2025-06-24T21:37:20Z,CDR-20250624-003118,CDR,EV000101,archived,2026-09-07T05:41:13.858784Z
REL006634,P000062,PERSON,P000223,PERSON,COMMUNICATED_WITH,0.96,2025-02-07T19:21:53Z,2025-02-07T19:23:47Z,CDR-20250207-003119,CDR,EV000093,archived,2026-09-07T05:41:13.858919Z
REL006635,P000083,PERSON,P000085,PERSON,COMMUNICATED_WITH,0.89,2024-04-17T19:51:22Z,2024-04-17T19:54:18Z,CDR-20240417-003120,CDR,EV000094,archived,2026-09-07T05:41:13.859002Z
REL006636,P000023,PERSON,P000024,PERSON,COMMUNICATED_WITH,0.98,2026-04-23T14:08:12Z,2026-04-23T14:21:03Z,CDR-20260423-003121,CDR,EV000094,active,2026-09-07T05:41:13.859046Z
REL006637,P000188,PERSON,P000173,PERSON,COMMUNICATED_WITH,0.82,2025-09-24T07:17:25Z,2025-09-24T07:28:11Z,CDR-20250924-003122,CDR,EV000100,archived,2026-09-07T05:41:13.859135Z
REL006638,P000019,PERSON,P000029,PERSON,COMMUNICATED_WITH,0.92,2024-06-28T23:44:11Z,2024-06-28T23:49:09Z,CDR-20240628-003123,CDR,EV000091,active,2026-09-07T05:41:13.859219Z
REL006639,P000173,PERSON,P000282,PERSON,COMMUNICATED_WITH,0.92,2024-01-18T22:13:35Z,2024-01-18T22:14:50Z,CDR-20240118-003124,CDR,EV000093,active,2026-09-07T05:41:13.859352Z
REL006640,P000387,PERSON,P000130,PERSON,COMMUNICATED_WITH,0.97,2026-02-22T17:21:29Z,2026-02-22T17:24:52Z,CDR-20260222-003125,CDR,EV000099,archived,2026-09-07T05:41:13.859434Z
REL006641,P000071,PERSON,P000332,PERSON,COMMUNICATED_WITH,0.97,2026-03-06T19:30:53Z,2026-03-06T19:39:53Z,CDR-20260306-003126,CDR,EV000101,active,2026-09-07T05:41:13.859566Z
REL006642,P000109,PERSON,P000119,PERSON,COMMUNICATED_WITH,0.97,2025-12-19T17:12:54Z,2025-12-19T17:13:37Z,CDR-20251219-003127,CDR,EV000099,active,2026-09-07T05:41:13.859604Z
REL006643,P000182,PERSON,P000009,PERSON,COMMUNICATED_WITH,0.81,2024-09-20T17:00:42Z,2024-09-20T17:05:33Z,CDR-20240920-003128,CDR,EV000102,archived,2026-09-07T05:41:13.859744Z
REL006644,P000299,PERSON,P000194,PERSON,COMMUNICATED_WITH,0.78,2024-09-18T17:28:52Z,2024-09-18T17:31:10Z,CDR-20240918-003129,CDR,EV000100,archived,2026-09-07T05:41:13.859839Z
REL006645,P000172,PERSON,P000170,PERSON,COMMUNICATED_WITH,0.95,2024-07-24T18:23:08Z,2024-07-24T18:29:31Z,CDR-20240724-003130,CDR,EV000101,active,2026-09-07T05:41:13.859921Z
REL006646,P000061,PERSON,P000162,PERSON,COMMUNICATED_WITH,0.93,2024-07-05T22:00:29Z,2024-07-05T22:06:10Z,CDR-20240705-003131,CDR,EV000094,archived,2026-09-07T05:41:13.860081Z
REL006647,P000086,PERSON,P000095,PERSON,COMMUNICATED_WITH,0.98,2024-07-18T01:40:05Z,2024-07-18T01:44:18Z,CDR-20240718-003132,CDR,EV000102,archived,2026-09-07T05:41:13.860166Z
REL006648,P000024,PERSON,P000027,PERSON,COMMUNICATED_WITH,0.98,2025-04-07T11:38:24Z,2025-04-07T11:42:09Z,CDR-20250407-003133,CDR,EV000099,active,2026-09-07T05:41:13.860203Z
REL006649,P000269,PERSON,P000034,PERSON,COMMUNICATED_WITH,0.89,2025-12-29T03:25:41Z,2025-12-29T03:34:02Z,CDR-20251229-003134,CDR,EV000096,archived,2026-09-07T05:41:13.860284Z
REL006650,P000066,PERSON,P000073,PERSON,COMMUNICATED_WITH,0.81,2026-07-24T19:26:14Z,2026-07-24T19:35:48Z,CDR-20260724-003135,CDR,EV000099,active,2026-09-07T05:41:13.860416Z
REL006651,P000397,PERSON,P000051,PERSON,COMMUNICATED_WITH,0.88,2026-03-28T05:15:36Z,2026-03-28T05:17:00Z,CDR-20260328-003136,CDR,EV000101,active,2026-09-07T05:41:13.860496Z
REL006652,P000031,PERSON,P000180,PERSON,COMMUNICATED_WITH,0.95,2024-11-26T14:31:07Z,2024-11-26T14:34:52Z,CDR-20241126-003137,CDR,EV000100,archived,2026-09-07T05:41:13.860629Z
REL006653,P000109,PERSON,P000113,PERSON,COMMUNICATED_WITH,0.88,2025-09-08T17:34:14Z,2025-09-08T17:47:04Z,CDR-20250908-003138,CDR,EV000097,active,2026-09-07T05:41:13.860711Z
REL006654,P000073,PERSON,P000204,PERSON,COMMUNICATED_WITH,0.91,2025-07-11T13:21:18Z,2025-07-11T13:29:52Z,CDR-20250711-003139,CDR,EV000102,active,2026-09-07T05:41:13.860827Z
REL006655,P000251,PERSON,P000051,PERSON,COMMUNICATED_WITH,0.84,2024-11-29T16:32:05Z,2024-11-29T16:35:28Z,CDR-20241129-003140,CDR,EV000094,active,2026-09-07T05:41:13.860912Z
REL006656,P000070,PERSON,P000044,PERSON,COMMUNICATED_WITH,0.79,2024-01-03T10:59:50Z,2024-01-03T11:04:55Z,CDR-20240103-003141,CDR,EV000095,active,2026-09-07T05:41:13.860996Z
REL006657,P000145,PERSON,P000053,PERSON,COMMUNICATED_WITH,0.8,2026-08-05T05:58:05Z,2026-08-05T06:09:24Z,CDR-20260805-003142,CDR,EV000100,archived,2026-09-07T05:41:13.861297Z
REL006658,P000377,PERSON,P000117,PERSON,COMMUNICATED_WITH,0.77,2024-02-24T23:01:55Z,2024-02-24T23:14:19Z,CDR-20240224-003143,CDR,EV000092,active,2026-09-07T05:41:13.861480Z
REL006659,P000536,PERSON,P000611,PERSON,COMMUNICATED_WITH,0.76,2024-12-30T15:42:58Z,2024-12-30T15:43:45Z,CDR-20241230-003144,CDR,EV000092,archived,2026-09-07T05:41:13.861647Z
REL006660,P000109,PERSON,P000114,PERSON,COMMUNICATED_WITH,0.79,2025-01-30T11:27:52Z,2025-01-30T11:37:55Z,CDR-20250130-003145,CDR,EV000098,active,2026-09-07T05:41:13.861713Z
REL006661,P000127,PERSON,P000134,PERSON,COMMUNICATED_WITH,0.76,2024-08-10T15:53:38Z,2024-08-10T16:06:38Z,CDR-20240810-003146,CDR,EV000097,active,2026-09-07T05:41:13.861842Z
REL006662,P000275,PERSON,P000118,PERSON,COMMUNICATED_WITH,0.84,2025-06-27T06:19:20Z,2025-06-27T06:24:55Z,CDR-20250627-003147,CDR,EV000095,archived,2026-09-07T05:41:13.861930Z
REL006663,P000195,PERSON,P000193,PERSON,COMMUNICATED_WITH,0.93,2025-04-16T20:24:04Z,2025-04-16T20:32:03Z,CDR-20250416-003148,CDR,EV000093,archived,2026-09-07T05:41:13.862013Z
REL006664,P000258,PERSON,P000066,PERSON,COMMUNICATED_WITH,0.8,2024-06-01T06:37:57Z,2024-06-01T06:41:15Z,CDR-20240601-003149,CDR,EV000091,active,2026-09-07T05:41:13.862126Z
REL006665,P000104,PERSON,P000099,PERSON,COMMUNICATED_WITH,0.84,2024-04-12T12:41:39Z,2024-04-12T12:46:40Z,CDR-20240412-003150,CDR,EV000100,archived,2026-09-07T05:41:13.862209Z
REL006666,P000052,PERSON,P000058,PERSON,COMMUNICATED_WITH,0.79,2024-10-16T06:07:40Z,2024-10-16T06:11:09Z,CDR-20241016-003151,CDR,EV000094,active,2026-09-07T05:41:13.862250Z
REL006667,P000429,PERSON,P000608,PERSON,COMMUNICATED_WITH,0.94,2026-04-20T14:06:25Z,2026-04-20T14:11:40Z,CDR-20260420-003152,CDR,EV000101,archived,2026-09-07T05:41:13.862371Z
REL006668,P000185,PERSON,P000149,PERSON,COMMUNICATED_WITH,0.79,2025-11-17T10:39:23Z,2025-11-17T10:47:38Z,CDR-20251117-003153,CDR,EV000096,archived,2026-09-07T05:41:13.862512Z
REL006669,P000367,PERSON,P000126,PERSON,COMMUNICATED_WITH,0.8,2024-10-17T13:41:26Z,2024-10-17T13:50:07Z,CDR-20241017-003154,CDR,EV000100,archived,2026-09-07T05:41:13.862593Z
REL006670,P000400,PERSON,P000019,PERSON,COMMUNICATED_WITH,0.76,2024-06-23T18:47:28Z,2024-06-23T18:49:40Z,CDR-20240623-003155,CDR,EV000100,active,2026-09-07T05:41:13.862672Z
REL006671,P000405,PERSON,P000203,PERSON,COMMUNICATED_WITH,0.78,2026-08-03T10:03:23Z,2026-08-03T10:11:36Z,CDR-20260803-003156,CDR,EV000093,active,2026-09-07T05:41:13.862769Z
REL006672,P000047,PERSON,P000055,PERSON,COMMUNICATED_WITH,0.94,2026-06-22T01:49:25Z,2026-06-22T01:53:24Z,CDR-20260622-003157,CDR,EV000094,active,2026-09-07T05:41:13.862823Z
REL006673,P000375,PERSON,P000362,PERSON,COMMUNICATED_WITH,0.76,2025-03-10T17:21:14Z,2025-03-10T17:30:54Z,CDR-20250310-003158,CDR,EV000093,archived,2026-09-07T05:41:13.862937Z
REL006674,P000578,PERSON,P000560,PERSON,COMMUNICATED_WITH,0.92,2025-12-16T19:39:04Z,2025-12-16T19:53:10Z,CDR-20251216-003159,CDR,EV000096,archived,2026-09-07T05:41:13.863034Z
REL006675,P000021,PERSON,P000030,PERSON,COMMUNICATED_WITH,0.83,2024-02-25T01:58:37Z,2024-02-25T02:04:52Z,CDR-20240225-003160,CDR,EV000102,archived,2026-09-07T05:41:13.863115Z
REL006676,P000259,PERSON,P000091,PERSON,COMMUNICATED_WITH,0.78,2026-03-16T11:06:00Z,2026-03-16T11:15:38Z,CDR-20260316-003161,CDR,EV000100,archived,2026-09-07T05:41:13.863195Z
REL006677,P000267,PERSON,P000118,PERSON,COMMUNICATED_WITH,0.92,2025-03-11T06:50:38Z,2025-03-11T07:02:57Z,CDR-20250311-003162,CDR,EV000102,archived,2026-09-07T05:41:13.863276Z
REL006678,P000024,PERSON,P000028,PERSON,COMMUNICATED_WITH,0.78,2025-07-18T04:54:28Z,2025-07-18T05:02:45Z,CDR-20250718-003163,CDR,EV000095,active,2026-09-07T05:41:13.863312Z
REL006679,P000112,PERSON,P000114,PERSON,COMMUNICATED_WITH,0.95,2025-02-09T13:04:03Z,2025-02-09T13:12:31Z,CDR-20250209-003164,CDR,EV000101,active,2026-09-07T05:41:13.863393Z
REL006680,P000134,PERSON,P000120,PERSON,COMMUNICATED_WITH,0.78,2024-04-15T04:01:45Z,2024-04-15T04:03:56Z,CDR-20240415-003165,CDR,EV000097,active,2026-09-07T05:41:13.863475Z
REL006681,P000071,PERSON,P000079,PERSON,COMMUNICATED_WITH,0.83,2026-06-24T14:48:54Z,2026-06-24T14:58:01Z,CDR-20260624-003166,CDR,EV000098,active,2026-09-07T05:41:13.863627Z
REL006682,P000244,PERSON,P000190,PERSON,COMMUNICATED_WITH,0.75,2026-06-20T14:10:38Z,2026-06-20T14:20:29Z,CDR-20260620-003167,CDR,EV000100,archived,2026-09-07T05:41:13.863762Z
REL006683,P000197,PERSON,P000198,PERSON,COMMUNICATED_WITH,0.98,2025-04-11T20:49:53Z,2025-04-11T20:59:24Z,CDR-20250411-003168,CDR,EV000100,active,2026-09-07T05:41:13.863859Z
REL006684,P000074,PERSON,P000087,PERSON,COMMUNICATED_WITH,0.88,2026-01-22T02:57:24Z,2026-01-22T03:07:47Z,CDR-20260122-003169,CDR,EV000095,active,2026-09-07T05:41:13.863918Z
REL006685,P000159,PERSON,P000102,PERSON,COMMUNICATED_WITH,0.96,2025-08-31T21:49:08Z,2025-08-31T21:53:36Z,CDR-20250831-003170,CDR,EV000094,active,2026-09-07T05:41:13.864130Z
REL006686,P000048,PERSON,P000061,PERSON,COMMUNICATED_WITH,0.96,2024-02-17T11:41:45Z,2024-02-17T11:52:45Z,CDR-20240217-003171,CDR,EV000095,archived,2026-09-07T05:41:13.864253Z
REL006687,P000356,PERSON,P000502,PERSON,COMMUNICATED_WITH,0.91,2024-03-16T05:47:47Z,2024-03-16T05:50:43Z,CDR-20240316-003172,CDR,EV000102,active,2026-09-07T05:41:13.864416Z
REL006688,P000425,PERSON,P000018,PERSON,COMMUNICATED_WITH,0.87,2026-07-01T03:42:05Z,2026-07-01T03:50:43Z,CDR-20260701-003173,CDR,EV000099,archived,2026-09-07T05:41:13.864547Z
REL006689,P000019,PERSON,P000578,PERSON,COMMUNICATED_WITH,0.85,2024-03-06T21:50:26Z,2024-03-06T22:05:00Z,CDR-20240306-003174,CDR,EV000094,active,2026-09-07T05:41:13.864780Z
REL006690,P000138,PERSON,P000140,PERSON,COMMUNICATED_WITH,0.86,2024-02-19T10:48:50Z,2024-02-19T10:51:02Z,CDR-20240219-003175,CDR,EV000098,active,2026-09-07T05:41:13.864854Z
REL006691,P000439,PERSON,P000117,PERSON,COMMUNICATED_WITH,0.93,2024-05-29T11:03:59Z,2024-05-29T11:08:04Z,CDR-20240529-003176,CDR,EV000102,archived,2026-09-07T05:41:13.864988Z
REL006692,P000436,PERSON,P000078,PERSON,COMMUNICATED_WITH,0.77,2026-01-07T18:38:41Z,2026-01-07T18:41:11Z,CDR-20260107-003177,CDR,EV000099,active,2026-09-07T05:41:13.865117Z
REL006693,P000388,PERSON,P000202,PERSON,COMMUNICATED_WITH,0.76,2024-04-03T18:39:27Z,2024-04-03T18:43:35Z,CDR-20240403-003178,CDR,EV000095,archived,2026-09-07T05:41:13.865244Z
REL006694,P000138,PERSON,P000365,PERSON,COMMUNICATED_WITH,0.96,2026-07-10T00:56:00Z,2026-07-10T00:57:25Z,CDR-20260710-003179,CDR,EV000101,active,2026-09-07T05:41:13.865458Z
REL006695,P000300,PERSON,P000020,PERSON,COMMUNICATED_WITH,0.89,2025-07-29T10:39:04Z,2025-07-29T10:42:38Z,CDR-20250729-003180,CDR,EV000098,active,2026-09-07T05:41:13.865584Z
REL006696,P000024,PERSON,P000028,PERSON,COMMUNICATED_WITH,0.9,2025-08-17T19:11:01Z,2025-08-17T19:14:57Z,CDR-20250817-003181,CDR,EV000096,active,2026-09-07T05:41:13.865642Z
REL006697,P000003,PERSON,P000008,PERSON,COMMUNICATED_WITH,0.88,2024-09-21T08:50:09Z,2024-09-21T08:56:47Z,CDR-20240921-003182,CDR,EV000096,archived,2026-09-07T05:41:13.865772Z
REL006698,P000113,PERSON,P000110,PERSON,COMMUNICATED_WITH,0.87,2025-12-30T19:05:55Z,2025-12-30T19:08:26Z,CDR-20251230-003183,CDR,EV000097,archived,2026-09-07T05:41:13.865899Z
REL006699,P000218,PERSON,P000125,PERSON,COMMUNICATED_WITH,0.95,2025-04-16T21:19:51Z,2025-04-16T21:33:55Z,CDR-20250416-003184,CDR,EV000100,active,2026-09-07T05:41:13.866030Z
REL006700,P000151,PERSON,P000140,PERSON,COMMUNICATED_WITH,0.8,2026-05-27T02:37:12Z,2026-05-27T02:42:33Z,CDR-20260527-003185,CDR,EV000099,active,2026-09-07T05:41:13.866156Z
REL006701,P000411,PERSON,P000055,PERSON,COMMUNICATED_WITH,0.94,2025-04-22T09:24:25Z,2025-04-22T09:31:58Z,CDR-20250422-003186,CDR,EV000094,active,2026-09-07T05:41:13.866286Z
REL006702,P000139,PERSON,P000149,PERSON,COMMUNICATED_WITH,0.88,2026-02-10T06:45:46Z,2026-02-10T06:52:23Z,CDR-20260210-003187,CDR,EV000098,active,2026-09-07T05:41:13.866345Z
REL006703,P000032,PERSON,P000037,PERSON,COMMUNICATED_WITH,0.89,2024-12-18T10:51:06Z,2024-12-18T10:59:21Z,CDR-20241218-003188,CDR,EV000095,active,2026-09-07T05:41:13.866474Z
REL006704,P000154,PERSON,P000165,PERSON,COMMUNICATED_WITH,0.8,2025-02-16T19:20:13Z,2025-02-16T19:30:21Z,CDR-20250216-003189,CDR,EV000096,active,2026-09-07T05:41:13.866602Z
REL006705,P000264,PERSON,P000168,PERSON,COMMUNICATED_WITH,0.77,2025-12-15T10:00:48Z,2025-12-15T10:06:08Z,CDR-20251215-003190,CDR,EV000096,archived,2026-09-07T05:41:13.866729Z
REL006706,P000495,PERSON,P000333,PERSON,COMMUNICATED_WITH,0.94,2024-02-29T04:54:19Z,2024-02-29T05:06:45Z,CDR-20240229-003191,CDR,EV000096,active,2026-09-07T05:41:13.866895Z
REL006707,P000089,PERSON,P000071,PERSON,COMMUNICATED_WITH,0.79,2026-03-14T04:02:04Z,2026-03-14T04:04:58Z,CDR-20260314-003192,CDR,EV000100,archived,2026-09-07T05:41:13.867029Z
REL006708,P000024,PERSON,P000610,PERSON,COMMUNICATED_WITH,0.93,2025-04-07T03:27:48Z,2025-04-07T03:29:58Z,CDR-20250407-003193,CDR,EV000095,active,2026-09-07T05:41:13.867172Z
REL006709,P000245,PERSON,P000121,PERSON,COMMUNICATED_WITH,0.93,2026-08-12T20:39:50Z,2026-08-12T20:46:11Z,CDR-20260812-003194,CDR,EV000102,archived,2026-09-07T05:41:13.867302Z
REL006710,P000404,PERSON,P000126,PERSON,COMMUNICATED_WITH,0.85,2025-01-15T18:10:58Z,2025-01-15T18:13:10Z,CDR-20250115-003195,CDR,EV000102,archived,2026-09-07T05:41:13.867430Z
REL006711,P000553,PERSON,P000611,PERSON,COMMUNICATED_WITH,0.92,2026-07-23T05:50:25Z,2026-07-23T05:57:52Z,CDR-20260723-003196,CDR,EV000095,archived,2026-09-07T05:41:13.867579Z
REL006712,P000044,PERSON,P000046,PERSON,COMMUNICATED_WITH,0.95,2026-06-07T04:13:40Z,2026-06-07T04:24:13Z,CDR-20260607-003197,CDR,EV000092,active,2026-09-07T05:41:13.867708Z
REL006713,P000370,PERSON,P000045,PERSON,COMMUNICATED_WITH,0.91,2025-11-01T02:06:34Z,2025-11-01T02:16:00Z,CDR-20251101-003198,CDR,EV000092,active,2026-09-07T05:41:13.867837Z
REL006714,P000044,PERSON,P000070,PERSON,COMMUNICATED_WITH,0.94,2026-03-23T18:08:59Z,2026-03-23T18:20:49Z,CDR-20260323-003199,CDR,EV000093,active,2026-09-07T05:41:13.867894Z
REL006715,P000004,PERSON,P000014,PERSON,COMMUNICATED_WITH,0.81,2025-02-03T02:00:24Z,2025-02-03T02:12:44Z,CDR-20250203-003200,CDR,EV000102,active,2026-09-07T05:41:13.868022Z
REL006716,AC000003,BANK_ACCOUNT,AC000367,BANK_ACCOUNT,FINANCIAL_TRANSFER,0.82,2024-02-04T11:14:19Z,2024-02-04T11:14:19Z,,FINANCIAL,,active,2026-09-07T05:41:13.869060Z
REL006717,AC000004,BANK_ACCOUNT,AC000380,BANK_ACCOUNT,FINANCIAL_TRANSFER,0.82,2024-01-01T13:30:58Z,2024-01-01T13:30:58Z,,FINANCIAL,,active,2026-09-07T05:41:13.869373Z
REL006718,AC000023,BANK_ACCOUNT,AC000371,BANK_ACCOUNT,FINANCIAL_TRANSFER,0.9,2024-02-27T03:05:29Z,2024-02-27T03:05:29Z,,FINANCIAL,,active,2026-09-07T05:41:13.869487Z
REL006719,AC000024,BANK_ACCOUNT,AC000379,BANK_ACCOUNT,FINANCIAL_TRANSFER,0.91,2024-02-18T11:22:24Z,2024-02-18T11:22:24Z,,FINANCIAL,,active,2026-09-07T05:41:13.869647Z
REL006720,AC000025,BANK_ACCOUNT,AC000365,BANK_ACCOUNT,FINANCIAL_TRANSFER,0.89,2024-04-01T13:25:47Z,2024-04-01T13:25:47Z,,FINANCIAL,,active,2026-09-07T05:41:13.869793Z
REL006721,AC000026,BANK_ACCOUNT,AC000367,BANK_ACCOUNT,FINANCIAL_TRANSFER,0.92,2024-06-22T12:14:35Z,2024-06-22T12:14:35Z,,FINANCIAL,,active,2026-09-07T05:41:13.869933Z
REL006722,AC000027,BANK_ACCOUNT,AC000371,BANK_ACCOUNT,FINANCIAL_TRANSFER,0.81,2024-01-16T00:13:15Z,2024-01-16T00:13:15Z,,FINANCIAL,,active,2026-09-07T05:41:13.870038Z
REL006723,AC000040,BANK_ACCOUNT,AC000385,BANK_ACCOUNT,FINANCIAL_TRANSFER,0.92,2024-02-14T09:46:08Z,2024-02-14T09:46:08Z,,FINANCIAL,,active,2026-09-07T05:41:13.870198Z
REL006724,AC000041,BANK_ACCOUNT,AC000370,BANK_ACCOUNT,FINANCIAL_TRANSFER,0.86,2024-03-20T22:08:00Z,2024-03-20T22:08:00Z,,FINANCIAL,,active,2026-09-07T05:41:13.870348Z
REL006725,AC000042,BANK_ACCOUNT,AC000389,BANK_ACCOUNT,FINANCIAL_TRANSFER,0.92,2024-01-14T04:17:23Z,2024-01-14T04:17:23Z,,FINANCIAL,,active,2026-09-07T05:41:13.870490Z
REL006726,AC000043,BANK_ACCOUNT,AC000374,BANK_ACCOUNT,FINANCIAL_TRANSFER,0.92,2024-02-06T02:24:19Z,2024-02-06T02:24:19Z,,FINANCIAL,,active,2026-09-07T05:41:13.870790Z
REL006727,AC000055,BANK_ACCOUNT,AC000384,BANK_ACCOUNT,FINANCIAL_TRANSFER,0.9,2024-01-30T02:21:05Z,2024-01-30T02:21:05Z,,FINANCIAL,,active,2026-09-07T05:41:13.870970Z
REL006728,AC000056,BANK_ACCOUNT,AC000391,BANK_ACCOUNT,FINANCIAL_TRANSFER,0.88,2024-01-08T16:58:23Z,2024-01-08T16:58:23Z,,FINANCIAL,,active,2026-09-07T05:41:13.871159Z
REL006729,AC000057,BANK_ACCOUNT,AC000390,BANK_ACCOUNT,FINANCIAL_TRANSFER,0.83,2024-02-12T15:07:36Z,2024-02-12T15:07:36Z,,FINANCIAL,,active,2026-09-07T05:41:13.871282Z
REL006730,AC000058,BANK_ACCOUNT,AC000369,BANK_ACCOUNT,FINANCIAL_TRANSFER,0.88,2024-06-05T09:52:52Z,2024-06-05T09:52:52Z,,FINANCIAL,,active,2026-09-07T05:41:13.871375Z
REL006731,AC000085,BANK_ACCOUNT,AC000379,BANK_ACCOUNT,FINANCIAL_TRANSFER,0.86,2024-07-19T10:43:07Z,2024-07-19T10:43:07Z,,FINANCIAL,,active,2026-09-07T05:41:13.871447Z
REL006732,AC000086,BANK_ACCOUNT,AC000374,BANK_ACCOUNT,FINANCIAL_TRANSFER,0.81,2024-02-06T09:17:01Z,2024-02-06T09:17:01Z,,FINANCIAL,,active,2026-09-07T05:41:13.871537Z
REL006733,AC000087,BANK_ACCOUNT,AC000374,BANK_ACCOUNT,FINANCIAL_TRANSFER,0.84,2024-03-20T14:37:04Z,2024-03-20T14:37:04Z,,FINANCIAL,,active,2026-09-07T05:41:13.871632Z
REL006734,AC000088,BANK_ACCOUNT,AC000380,BANK_ACCOUNT,FINANCIAL_TRANSFER,0.88,2024-11-27T20:30:15Z,2024-11-27T20:30:15Z,,FINANCIAL,,active,2026-09-07T05:41:13.871730Z
