id,location_id,person_id,vehicle_id,observed_at,notes,data_source
SR000625,LOC000055,P000111,,2026-01-19T19:02:22Z,Subject met unidentified associate at Kuruvikulam Construction Site,SYNTHETIC
SR000626,LOC000053,P000187,,2026-05-09T06:01:41Z,Subject used phone while parked near Mettupalayam Wholesale Market,SYNTHETIC
SR000627,LOC000001,P000259,,2024-09-25T02:13:51Z,Subject met unidentified associate at Ganapathy City Police Station,SYNTHETIC
SR000628,LOC000043,P000385,VH000191,2025-03-06T13:30:26Z,Routine patrol log entry - Sowdambika Layout Night Bazaar,SYNTHETIC
SR000629,LOC000060,P000013,VH000182,2026-08-19T01:48:43Z,Vehicle TN49 UG 8413 (sedan) recorded entering Ukkadam Cold Storage,SYNTHETIC
SR000630,LOC000014,P000161,,2024-06-10T18:13:09Z,Routine patrol log entry - Estancia Bridge End,SYNTHETIC
SR000631,LOC000046,P000055,VH000131,2025-01-29T02:01:25Z,Vehicle sighting captured by ANPR at Royapuram Fuel Station,SYNTHETIC
SR000632,LOC000054,P000384,,2025-10-29T04:21:42Z,Subject observed on foot near Kallamadu Agro Market,SYNTHETIC
SR000633,LOC000046,P000084,VH000129,2024-06-26T11:09:51Z,CCTV frame captured at Royapuram Fuel Station toll plaza,SYNTHETIC
SR000634,LOC000039,P000029,VH000019,2026-08-09T02:32:15Z,Routine patrol log entry - Thirunagar Industrial Estate,SYNTHETIC
SR000635,LOC000012,P000605,,2025-02-01T14:43:38Z,Routine patrol log entry - KK Nagar Night Bazaar,SYNTHETIC
SR000636,LOC000050,P000242,,2025-03-31T08:07:29Z,Subject observed on foot near Ganapathy Bus Terminus,SYNTHETIC
SR000637,LOC000054,P000155,,2026-07-01T03:28:22Z,Routine patrol log entry - Kallamadu Agro Market,SYNTHETIC
SR000638,LOC000039,P000489,,2025-04-29T20:47:40Z,CCTV frame captured at Thirunagar Industrial Estate toll plaza,SYNTHETIC
SR000639,LOC000045,P000248,,2025-05-07T17:21:15Z,CCTV frame captured at Pothigai Nagar Toll Plaza toll plaza,SYNTHETIC
SR000640,LOC000033,P000448,,2025-04-17T08:56:53Z,CCTV frame captured at Ukkadam Toll Plaza toll plaza,SYNTHETIC
SR000641,LOC000053,P000558,VH000222,2025-08-19T01:28:15Z,CCTV frame captured at Mettupalayam Wholesale Market toll plaza,SYNTHETIC
SR000642,LOC000003,P000477,,2025-03-19T09:38:36Z,Routine patrol log entry - Thirunagar Cold Storage,SYNTHETIC
SR000643,LOC000045,P000407,,2024-12-25T15:17:10Z,Routine patrol log entry - Pothigai Nagar Toll Plaza,SYNTHETIC
SR000644,LOC000011,P000285,VH000134,2024-01-13T23:44:18Z,Subject observed on foot near Peelamedu Harbour Gate,SYNTHETIC
SR000645,LOC000021,P000195,VH000131,2025-02-14T21:36:12Z,CCTV frame captured at Valluvar Layout Harbour Gate toll plaza,SYNTHETIC
SR000646,LOC000053,P000566,,2025-04-24T10:59:31Z,Subject met unidentified associate at Mettupalayam Wholesale Market,SYNTHETIC
SR000647,LOC000021,P000473,,2026-01-20T13:30:19Z,Routine patrol log entry - Valluvar Layout Harbour Gate,SYNTHETIC
SR000648,LOC000021,P000376,VH000025,2026-04-02T15:02:19Z,Subject met unidentified associate at Valluvar Layout Harbour Gate,SYNTHETIC
SR000649,LOC000030,P000125,,2025-11-17T02:08:11Z,CCTV frame captured at Ganapathy Junction toll plaza,SYNTHETIC
SR000650,LOC000059,P000298,,2026-04-01T15:59:41Z,CCTV frame captured at RS Puram Agro Market toll plaza,SYNTHETIC
SR000651,LOC000050,P000035,,2026-01-24T13:03:43Z,Subject used phone while parked near Ganapathy Bus Terminus,SYNTHETIC
SR000652,LOC000046,P000176,VH000120,2025-10-31T14:32:22Z,CCTV frame captured at Royapuram Fuel Station toll plaza,SYNTHETIC
SR000653,LOC000057,P000288,,2026-08-27T06:19:00Z,Subject met unidentified associate at Azhagar Koil Road Fuel Station,SYNTHETIC
SR000654,LOC000038,P000239,VH000149,2026-04-13T08:38:11Z,Subject observed on foot near Tambaram Toll Plaza,SYNTHETIC
SR000655,LOC000007,P000087,VH000059,2025-07-15T07:22:07Z,CCTV frame captured at Muthialpet Check Post toll plaza,SYNTHETIC
SR000656,LOC000046,P000551,,2026-01-01T11:06:46Z,Routine patrol log entry - Royapuram Fuel Station,SYNTHETIC
SR000657,LOC000030,P000388,,2025-11-15T12:10:34Z,Routine patrol log entry - Ganapathy Junction,SYNTHETIC
SR000658,LOC000022,P000090,,2025-01-23T21:22:00Z,Subject observed on foot near Nellithope Cold Storage,SYNTHETIC
SR000659,LOC000021,P000175,,2024-11-13T08:37:58Z,CCTV frame captured at Valluvar Layout Harbour Gate toll plaza,SYNTHETIC
SR000660,LOC000003,P000352,VH000002,2024-02-29T13:44:01Z,Vehicle TN46 GM 9740 (motorcycle) recorded entering Thirunagar Cold Storage,SYNTHETIC
SR000661,LOC000060,P000130,VH000087,2025-03-20T17:11:37Z,Subject observed on foot near Ukkadam Cold Storage,SYNTHETIC
SR000662,LOC000031,P000319,,2024-08-29T14:59:07Z,Subject met unidentified associate at Peelamedu Textile Mill,SYNTHETIC
SR000663,LOC000031,P000333,VH000106,2024-12-10T04:17:46Z,Vehicle TN62 VM 5764 (lorry) recorded entering Peelamedu Textile Mill,SYNTHETIC
SR000664,LOC000047,P000178,VH000121,2024-11-27T15:42:58Z,Subject met unidentified associate at Azhagar Koil Road Junction,SYNTHETIC
SR000665,LOC000054,P000017,,2026-07-04T17:14:51Z,CCTV frame captured at Kallamadu Agro Market toll plaza,SYNTHETIC
SR000666,LOC000034,P000465,VH000189,2026-03-30T10:17:11Z,Subject met unidentified associate at Mattuthavani Junction,SYNTHETIC
SR000667,LOC000052,P000408,,2025-09-05T19:12:10Z,CCTV frame captured at Coimbatore Junction Construction Site toll plaza,SYNTHETIC
SR000668,LOC000035,P000573,,2024-10-17T04:34:30Z,Subject observed on foot near Arumbakkam Godown Compound,SYNTHETIC
SR000669,LOC000016,P000445,VH000205,2025-05-08T05:59:27Z,Routine patrol log entry - Ukkadam Harbour Police Station,SYNTHETIC
SR000670,LOC000038,P000496,,2026-03-08T21:59:19Z,Subject observed on foot near Tambaram Toll Plaza,SYNTHETIC
SR000671,LOC000033,P000421,,2025-02-02T10:46:48Z,CCTV frame captured at Ukkadam Toll Plaza toll plaza,SYNTHETIC
SR000672,LOC000050,P000203,,2025-09-16T04:09:13Z,Subject met unidentified associate at Ganapathy Bus Terminus,SYNTHETIC
SR000673,LOC000020,P000520,VH000212,2026-01-29T13:34:58Z,Subject used phone while parked near Mylapore City Police Station,SYNTHETIC
SR000674,LOC000030,P000417,,2026-07-19T21:38:56Z,Routine patrol log entry - Ganapathy Junction,SYNTHETIC
SR000675,LOC000053,P000377,,2026-05-26T00:23:24Z,Subject met unidentified associate at Mettupalayam Wholesale Market,SYNTHETIC
SR000676,LOC000050,P000153,VH000104,2025-04-09T02:28:18Z,Routine patrol log entry - Ganapathy Bus Terminus,SYNTHETIC
SR000677,LOC000052,P000476,,2026-02-26T11:36:54Z,CCTV frame captured at Coimbatore Junction Construction Site toll plaza,SYNTHETIC
SR000678,LOC000031,P000530,,2026-06-25T06:49:34Z,CCTV frame captured at Peelamedu Textile Mill toll plaza,SYNTHETIC
SR000679,LOC000003,P000465,VH000173,2026-06-22T00:41:48Z,CCTV frame captured at Thirunagar Cold Storage toll plaza,SYNTHETIC
SR000680,LOC000024,P000049,,2025-10-19T07:56:11Z,Vehicle sighting captured by ANPR at Palladam Check Post,SYNTHETIC
SR000681,LOC000025,P000490,,2025-02-02T12:22:31Z,Subject met unidentified associate at Anna Nagar Check Post,SYNTHETIC
SR000682,LOC000016,P000109,VH000189,2026-02-22T11:22:52Z,Vehicle sighting captured by ANPR at Ukkadam Harbour Police Station,SYNTHETIC
SR000683,LOC000007,P000122,,2026-03-17T12:42:08Z,Vehicle sighting captured by ANPR at Muthialpet Check Post,SYNTHETIC
SR000684,LOC000026,P000358,VH000235,2025-09-29T03:43:03Z,Subject observed on foot near Kajamalai Industrial Estate,SYNTHETIC
SR000685,LOC000040,P000415,,2025-04-14T03:01:47Z,Subject observed on foot near Gandhipuram Textile Mill,SYNTHETIC
SR000686,LOC000025,P000203,VH000137,2024-05-14T01:49:12Z,Subject observed on foot near Anna Nagar Check Post,SYNTHETIC
SR000687,LOC000002,P000236,,2024-12-19T12:36:44Z,CCTV frame captured at Velachery Oil Depot toll plaza,SYNTHETIC
SR000688,LOC000054,P000273,,2024-04-05T06:23:52Z,CCTV frame captured at Kallamadu Agro Market toll plaza,SYNTHETIC
SR000689,LOC000061,P000436,,2024-03-23T00:57:02Z,Subject used phone while parked near Central Market Junction,SYNTHETIC
SR000690,LOC000010,P000246,,2024-07-29T09:56:46Z,Subject observed on foot near Kuruvikulam Residential Layout,SYNTHETIC
SR000691,LOC000011,P000285,,2025-08-15T08:27:53Z,Subject used phone while parked near Peelamedu Harbour Gate,SYNTHETIC
SR000692,LOC000014,P000519,VH000136,2024-11-06T21:41:56Z,Routine patrol log entry - Estancia Bridge End,SYNTHETIC
SR000693,LOC000042,P000188,VH000126,2024-07-27T08:10:00Z,CCTV frame captured at Chromepet Agro Market toll plaza,SYNTHETIC
SR000694,LOC000020,P000170,,2025-12-14T00:11:14Z,Subject observed on foot near Mylapore City Police Station,SYNTHETIC
SR000695,LOC000006,P000361,,2025-04-04T07:33:08Z,Subject met unidentified associate at Pappanaickenpalayam Bridge End,SYNTHETIC
SR000696,LOC000023,P000444,,2024-06-16T01:22:15Z,Routine patrol log entry - Sundarankottai Fuel Station,SYNTHETIC
SR000697,LOC000038,P000481,,2025-02-08T08:30:46Z,Subject observed on foot near Tambaram Toll Plaza,SYNTHETIC
SR000698,LOC000032,P000626,,2025-06-24T02:14:56Z,Subject used phone while parked near Bharathi Bazaar Agro Market,SYNTHETIC
SR000699,LOC000043,P000380,,2024-10-04T08:10:41Z,Subject observed on foot near Sowdambika Layout Night Bazaar,SYNTHETIC
SR000700,LOC000020,P000207,,2024-07-22T15:47:21Z,Routine patrol log entry - Mylapore City Police Station,SYNTHETIC
SR000701,LOC000012,P000309,,2026-07-04T17:15:12Z,CCTV frame captured at KK Nagar Night Bazaar toll plaza,SYNTHETIC
SR000702,LOC000030,P000621,VH000234,2024-02-03T02:12:43Z,Vehicle TN50 NV 7644 (sedan) recorded entering Ganapathy Junction,SYNTHETIC
SR000703,LOC000031,P000380,,2024-11-08T22:49:05Z,CCTV frame captured at Peelamedu Textile Mill toll plaza,SYNTHETIC
SR000704,LOC000053,P000290,VH000164,2024-03-21T04:41:16Z,Routine patrol log entry - Mettupalayam Wholesale Market,SYNTHETIC
SR000705,LOC000054,P000322,VH000169,2024-04-07T23:48:09Z,Subject observed on foot near Kallamadu Agro Market,SYNTHETIC
SR000706,LOC000058,P000317,VH000180,2025-10-14T02:38:57Z,Subject used phone while parked near Anna Nagar Lorry Park,SYNTHETIC
SR000707,LOC000004,P000479,,2025-12-10T03:12:14Z,Subject met unidentified associate at Chokkanadar Harbour Police Station,SYNTHETIC
SR000708,LOC000050,P000208,VH000139,2024-11-27T05:23:38Z,Subject observed on foot near Ganapathy Bus Terminus,SYNTHETIC
SR000709,LOC000044,P000050,VH000033,2024-11-11T03:21:16Z,Vehicle sighting captured by ANPR at Sulur Check Post,SYNTHETIC
SR000710,LOC000015,P000191,,2025-03-27T09:49:38Z,CCTV frame captured at Valluvar Layout Night Bazaar toll plaza,SYNTHETIC
SR000711,LOC000038,P000466,,2024-02-08T20:41:55Z,Routine patrol log entry - Tambaram Toll Plaza,SYNTHETIC
SR000712,LOC000021,P000059,,2024-08-19T21:26:09Z,Routine patrol log entry - Valluvar Layout Harbour Gate,SYNTHETIC
SR000713,LOC000058,P000391,,2024-01-31T01:00:41Z,CCTV frame captured at Anna Nagar Lorry Park toll plaza,SYNTHETIC
SR000714,LOC000058,P000508,VH000210,2025-01-03T19:45:47Z,Routine patrol log entry - Anna Nagar Lorry Park,SYNTHETIC
SR000715,LOC000015,P000509,,2025-11-28T13:31:35Z,Subject observed on foot near Valluvar Layout Night Bazaar,SYNTHETIC
SR000716,LOC000027,P000470,,2026-05-30T09:51:16Z,Vehicle sighting captured by ANPR at Mettupalayam Cold Storage,SYNTHETIC
SR000717,LOC000040,P000227,,2025-03-30T20:42:01Z,Subject observed on foot near Gandhipuram Textile Mill,SYNTHETIC
SR000718,LOC000034,P000470,,2025-10-12T00:50:08Z,CCTV frame captured at Mattuthavani Junction toll plaza,SYNTHETIC
SR000719,LOC000058,P000317,VH000174,2024-08-02T08:22:29Z,Subject observed on foot near Anna Nagar Lorry Park,SYNTHETIC
SR000720,LOC000052,P000478,,2025-08-29T10:23:54Z,Routine patrol log entry - Coimbatore Junction Construction Site,SYNTHETIC
SR000721,LOC000045,P000127,VH000085,2026-08-20T10:29:38Z,Subject used phone while parked near Pothigai Nagar Toll Plaza,SYNTHETIC
SR000722,LOC000030,P000480,,2026-02-16T19:19:58Z,Vehicle sighting captured by ANPR at Ganapathy Junction,SYNTHETIC
SR000723,LOC000020,P000610,,2024-07-25T19:32:15Z,Routine patrol log entry - Mylapore City Police Station,SYNTHETIC
SR000724,LOC000008,P000476,,2024-02-19T16:27:09Z,CCTV frame captured at Ambattur Warehouse Complex toll plaza,SYNTHETIC
SR000725,LOC000011,P000456,,2024-06-02T08:34:26Z,Subject used phone while parked near Peelamedu Harbour Gate,SYNTHETIC
SR000726,LOC000056,P000525,,2026-07-13T22:49:36Z,Subject observed on foot near Kallamadu Industrial Estate,SYNTHETIC
SR000727,LOC000019,P000506,,2025-09-13T15:02:58Z,Routine patrol log entry - Meenakshi Nagar Agro Market,SYNTHETIC
SR000728,LOC000019,P000166,VH000056,2025-04-30T22:14:14Z,Subject met unidentified associate at Meenakshi Nagar Agro Market,SYNTHETIC
SR000729,LOC000054,P000214,VH000142,2024-09-12T07:10:19Z,CCTV frame captured at Kallamadu Agro Market toll plaza,SYNTHETIC
SR000730,LOC000001,P000130,VH000087,2024-06-06T19:32:05Z,CCTV frame captured at Ganapathy City Police Station toll plaza,SYNTHETIC
SR000731,LOC000005,P000561,,2026-05-04T02:46:12Z,Subject used phone while parked near Kajamalai Junction,SYNTHETIC
SR000732,LOC000043,P000544,,2024-01-05T00:41:49Z,Routine patrol log entry - Sowdambika Layout Night Bazaar,SYNTHETIC
SR000733,LOC000044,P000124,,2026-02-12T03:09:01Z,Subject used phone while parked near Sulur Check Post,SYNTHETIC
SR000734,LOC000055,P000022,,2026-06-10T19:08:01Z,Subject observed on foot near Kuruvikulam Construction Site,SYNTHETIC
SR000735,LOC000042,P000515,,2025-08-19T16:04:41Z,Subject used phone while parked near Chromepet Agro Market,SYNTHETIC
SR000736,LOC000035,P000248,,2025-11-06T05:08:18Z,Vehicle sighting captured by ANPR at Arumbakkam Godown Compound,SYNTHETIC
SR000737,LOC000002,P000001,,2025-03-17T16:23:54Z,Vehicle sighting captured by ANPR at Velachery Oil Depot,SYNTHETIC
SR000738,LOC000045,P000064,,2026-05-02T10:06:46Z,Subject observed on foot near Pothigai Nagar Toll Plaza,SYNTHETIC
SR000739,LOC000031,P000283,,2025-03-20T06:53:16Z,CCTV frame captured at Peelamedu Textile Mill toll plaza,SYNTHETIC
SR000740,LOC000006,P000482,,2026-06-29T13:36:58Z,Subject used phone while parked near Pappanaickenpalayam Bridge End,SYNTHETIC
SR000741,LOC000022,P000221,VH000061,2024-07-01T15:57:33Z,Vehicle TN30 EK 3992 (motorcycle) recorded entering Nellithope Cold Storage,SYNTHETIC
SR000742,LOC000048,P000616,VH000008,2025-01-05T09:14:14Z,CCTV frame captured at Sulur Railway Yard toll plaza,SYNTHETIC
SR000743,LOC000052,P000084,VH000056,2025-10-05T11:30:44Z,Subject observed on foot near Coimbatore Junction Construction Site,SYNTHETIC
SR000744,LOC000042,P000304,,2026-04-25T06:31:21Z,Subject observed on foot near Chromepet Agro Market,SYNTHETIC
SR000745,LOC000009,P000252,,2025-04-24T12:45:24Z,Subject used phone while parked near Chokkanadar Pettai Oil Depot,SYNTHETIC
SR000746,LOC000025,P000041,VH000028,2026-05-27T15:16:28Z,Routine patrol log entry - Anna Nagar Check Post,SYNTHETIC
SR000747,LOC000053,P000130,,2026-07-20T12:20:55Z,CCTV frame captured at Mettupalayam Wholesale Market toll plaza,SYNTHETIC
SR000748,LOC000022,P000009,VH000128,2024-11-14T13:10:46Z,Routine patrol log entry - Nellithope Cold Storage,SYNTHETIC
SR000749,LOC000041,P000262,,2024-06-12T04:00:53Z,CCTV frame captured at Vilachery Cold Storage toll plaza,SYNTHETIC
SR000750,LOC000061,P000590,,2024-10-18T03:03:50Z,Subject observed on foot near Central Market Junction,SYNTHETIC
SR000751,LOC000001,P000290,,2024-08-23T12:28:16Z,Subject observed on foot near Ganapathy City Police Station,SYNTHETIC
SR000752,LOC000015,P000024,VH000194,2025-04-27T18:39:59Z,Subject met unidentified associate at Valluvar Layout Night Bazaar,SYNTHETIC
SR000753,LOC000058,P000112,VH000076,2024-03-24T19:21:09Z,Vehicle TN31 HK 8133 (motorcycle) recorded entering Anna Nagar Lorry Park,SYNTHETIC
SR000754,LOC000037,P000108,VH000073,2024-07-02T21:34:25Z,Vehicle sighting captured by ANPR at Chokkanadar Pettai Textile Mill,SYNTHETIC
SR000755,LOC000012,P000318,,2025-05-09T06:12:52Z,Vehicle sighting captured by ANPR at KK Nagar Night Bazaar,SYNTHETIC
SR000756,LOC000043,P000396,VH000111,2025-02-04T12:10:20Z,Vehicle TN20 LE 3366 (motorcycle) recorded entering Sowdambika Layout Night Bazaar,SYNTHETIC
SR000757,LOC000057,P000381,,2025-07-25T09:35:20Z,Subject used phone while parked near Azhagar Koil Road Fuel Station,SYNTHETIC
SR000758,LOC000015,P000021,,2025-10-05T16:49:07Z,Subject met unidentified associate at Valluvar Layout Night Bazaar,SYNTHETIC
SR000759,LOC000059,P000410,,2024-02-23T16:33:24Z,Subject used phone while parked near RS Puram Agro Market,SYNTHETIC
SR000760,LOC000050,P000373,,2025-12-20T22:46:47Z,Subject used phone while parked near Ganapathy Bus Terminus,SYNTHETIC
SR000761,LOC000011,P000151,VH000102,2024-05-14T19:04:53Z,Routine patrol log entry - Peelamedu Harbour Gate,SYNTHETIC
SR000762,LOC000039,P000455,VH000206,2025-03-06T14:26:08Z,CCTV frame captured at Thirunagar Industrial Estate toll plaza,SYNTHETIC
SR000763,LOC000001,P000076,VH000051,2024-02-22T23:49:57Z,Vehicle TN28 SR 2719 (motorcycle) recorded entering Ganapathy City Police Station,SYNTHETIC
SR000764,LOC000015,P000002,,2026-06-06T19:56:27Z,Routine patrol log entry - Valluvar Layout Night Bazaar,SYNTHETIC
SR000765,LOC000055,P000429,VH000026,2024-06-21T10:19:28Z,Subject met unidentified associate at Kuruvikulam Construction Site,SYNTHETIC
SR000766,LOC000053,P000384,,2024-06-13T12:03:52Z,Vehicle sighting captured by ANPR at Mettupalayam Wholesale Market,SYNTHETIC
SR000767,LOC000019,P000483,,2024-10-03T13:50:32Z,Vehicle sighting captured by ANPR at Meenakshi Nagar Agro Market,SYNTHETIC
SR000768,LOC000041,P000345,VH000182,2024-03-23T16:41:09Z,Subject used phone while parked near Vilachery Cold Storage,SYNTHETIC
SR000769,LOC000048,P000331,VH000177,2024-09-28T05:04:35Z,Vehicle sighting captured by ANPR at Sulur Railway Yard,SYNTHETIC
SR000770,LOC000061,P000436,,2025-04-08T01:36:15Z,Subject used phone while parked near Central Market Junction,SYNTHETIC
SR000771,LOC000056,P000554,,2024-12-01T21:30:35Z,CCTV frame captured at Kallamadu Industrial Estate toll plaza,SYNTHETIC
SR000772,LOC000034,P000145,,2024-04-13T00:45:30Z,Vehicle sighting captured by ANPR at Mattuthavani Junction,SYNTHETIC
SR000773,LOC000016,P000253,VH000153,2025-07-02T01:51:03Z,Subject observed on foot near Ukkadam Harbour Police Station,SYNTHETIC
SR000774,LOC000019,P000199,VH000134,2024-07-12T16:54:53Z,CCTV frame captured at Meenakshi Nagar Agro Market toll plaza,SYNTHETIC
SR000775,LOC000037,P000314,,2024-07-25T18:30:27Z,Routine patrol log entry - Chokkanadar Pettai Textile Mill,SYNTHETIC
SR000776,LOC000017,P000066,VH000020,2024-05-22T13:32:18Z,Subject met unidentified associate at Egmore Cold Storage,SYNTHETIC
SR000777,LOC000019,P000351,,2024-08-20T15:47:07Z,CCTV frame captured at Meenakshi Nagar Agro Market toll plaza,SYNTHETIC
SR000778,LOC000025,P000486,,2024-09-02T00:53:32Z,Routine patrol log entry - Anna Nagar Check Post,SYNTHETIC
SR000779,LOC000020,P000357,VH000174,2025-09-20T14:22:37Z,Vehicle sighting captured by ANPR at Mylapore City Police Station,SYNTHETIC
SR000780,LOC000031,P000256,,2025-10-02T01:18:50Z,Subject observed on foot near Peelamedu Textile Mill,SYNTHETIC
SR000781,LOC000020,P000562,VH000203,2024-08-10T02:37:10Z,Routine patrol log entry - Mylapore City Police Station,SYNTHETIC
SR000782,LOC000015,P000203,,2024-03-12T03:57:09Z,Vehicle sighting captured by ANPR at Valluvar Layout Night Bazaar,SYNTHETIC
SR000783,LOC000003,P000328,VH000176,2024-12-25T19:31:30Z,Vehicle sighting captured by ANPR at Thirunagar Cold Storage,SYNTHETIC
SR000784,LOC000018,P000181,,2024-08-24T19:38:54Z,CCTV frame captured at Anna Nagar Bus Terminus toll plaza,SYNTHETIC
SR000785,LOC000042,P000480,,2024-08-15T22:17:55Z,Subject used phone while parked near Chromepet Agro Market,SYNTHETIC
SR000786,LOC000035,P000437,,2026-02-19T07:06:45Z,Vehicle sighting captured by ANPR at Arumbakkam Godown Compound,SYNTHETIC
SR000787,LOC000014,P000554,,2025-08-17T06:04:27Z,Vehicle sighting captured by ANPR at Estancia Bridge End,SYNTHETIC
SR000788,LOC000004,P000205,,2024-02-25T04:49:40Z,Subject used phone while parked near Chokkanadar Harbour Police Station,SYNTHETIC
SR000789,LOC000051,P000461,,2026-02-16T04:47:44Z,Subject met unidentified associate at Chokkanadar Pettai Outer Ring Road,SYNTHETIC
SR000790,LOC000011,P000234,,2024-09-09T22:16:53Z,Routine patrol log entry - Peelamedu Harbour Gate,SYNTHETIC
SR000791,LOC000003,P000381,,2024-08-19T12:29:06Z,Subject used phone while parked near Thirunagar Cold Storage,SYNTHETIC
SR000792,LOC000020,P000385,,2025-07-29T00:03:55Z,Routine patrol log entry - Mylapore City Police Station,SYNTHETIC
SR000793,LOC000061,P000500,,2026-04-02T01:58:10Z,Vehicle sighting captured by ANPR at Central Market Junction,SYNTHETIC
SR000794,LOC000058,P000367,VH000119,2025-10-19T11:53:45Z,Vehicle sighting captured by ANPR at Anna Nagar Lorry Park,SYNTHETIC
SR000795,LOC000009,P000075,VH000050,2026-05-05T12:37:58Z,Routine patrol log entry - Chokkanadar Pettai Oil Depot,SYNTHETIC
SR000796,LOC000003,P000465,,2025-10-12T01:40:03Z,Subject used phone while parked near Thirunagar Cold Storage,SYNTHETIC
SR000797,LOC000061,P000279,,2024-05-07T04:45:58Z,Subject observed on foot near Central Market Junction,SYNTHETIC
SR000798,LOC000031,P000179,,2026-05-14T00:17:44Z,Vehicle sighting captured by ANPR at Peelamedu Textile Mill,SYNTHETIC
SR000799,LOC000004,P000399,,2025-05-19T11:40:51Z,Subject met unidentified associate at Chokkanadar Harbour Police Station,SYNTHETIC
SR000800,LOC000018,P000555,VH000221,2026-03-17T02:32:36Z,Vehicle TN19 XC 4241 (van) recorded entering Anna Nagar Bus Terminus,SYNTHETIC
SR000801,LOC000015,P000433,,2025-08-31T20:08:28Z,Subject observed on foot near Valluvar Layout Night Bazaar,SYNTHETIC
SR000802,LOC000055,P000554,,2026-08-18T09:38:38Z,CCTV frame captured at Kuruvikulam Construction Site toll plaza,SYNTHETIC
SR000803,LOC000028,P000343,,2024-03-22T21:48:52Z,Subject observed on foot near Ganapathy Mandi,SYNTHETIC
SR000804,LOC000057,P000541,,2026-02-21T11:36:30Z,Subject observed on foot near Azhagar Koil Road Fuel Station,SYNTHETIC
SR000805,LOC000052,P000057,VH000037,2026-04-19T00:10:29Z,Subject met unidentified associate at Coimbatore Junction Construction Site,SYNTHETIC
SR000806,LOC000010,P000466,VH000162,2026-01-02T16:40:28Z,Subject observed on foot near Kuruvikulam Residential Layout,SYNTHETIC
SR000807,LOC000011,P000156,,2025-04-03T21:12:12Z,Vehicle sighting captured by ANPR at Peelamedu Harbour Gate,SYNTHETIC
SR000808,LOC000012,P000612,,2024-12-14T10:23:49Z,Routine patrol log entry - KK Nagar Night Bazaar,SYNTHETIC
SR000809,LOC000052,P000532,,2024-03-14T04:05:03Z,CCTV frame captured at Coimbatore Junction Construction Site toll plaza,SYNTHETIC
SR000810,LOC000043,P000244,VH000151,2024-05-14T20:35:23Z,Vehicle sighting captured by ANPR at Sowdambika Layout Night Bazaar,SYNTHETIC
SR000811,LOC000053,P000340,,2025-10-21T04:17:18Z,Routine patrol log entry - Mettupalayam Wholesale Market,SYNTHETIC
SR000812,LOC000012,P000183,,2025-02-01T22:37:37Z,CCTV frame captured at KK Nagar Night Bazaar toll plaza,SYNTHETIC
SR000813,LOC000042,P000010,,2024-02-20T21:14:56Z,CCTV frame captured at Chromepet Agro Market toll plaza,SYNTHETIC
SR000814,LOC000009,P000528,VH000214,2024-11-19T10:10:25Z,Routine patrol log entry - Chokkanadar Pettai Oil Depot,SYNTHETIC
SR000815,LOC000042,P000316,,2025-07-10T13:08:01Z,Subject met unidentified associate at Chromepet Agro Market,SYNTHETIC
SR000816,LOC000011,P000234,,2025-01-30T05:44:05Z,Subject used phone while parked near Peelamedu Harbour Gate,SYNTHETIC
SR000817,LOC000006,P000454,,2024-07-29T07:01:30Z,Routine patrol log entry - Pappanaickenpalayam Bridge End,SYNTHETIC
SR000818,LOC000041,P000435,,2026-03-08T21:19:01Z,CCTV frame captured at Vilachery Cold Storage toll plaza,SYNTHETIC
SR000819,LOC000041,P000060,,2026-02-28T20:32:10Z,Vehicle sighting captured by ANPR at Vilachery Cold Storage,SYNTHETIC
SR000820,LOC000038,P000581,,2026-07-09T13:16:40Z,CCTV frame captured at Tambaram Toll Plaza toll plaza,SYNTHETIC
SR000821,LOC000056,P000490,,2026-07-23T22:28:50Z,Subject observed on foot near Kallamadu Industrial Estate,SYNTHETIC
SR000822,LOC000036,P000149,VH000100,2024-05-27T17:54:13Z,Subject used phone while parked near Pothigai Nagar Oil Depot,SYNTHETIC
SR000823,LOC000011,P000067,,2024-11-08T22:45:33Z,Subject observed on foot near Peelamedu Harbour Gate,SYNTHETIC
SR000824,LOC000017,P000205,,2025-11-22T09:20:22Z,Subject observed on foot near Egmore Cold Storage,SYNTHETIC
SR000825,LOC000002,P000225,VH000146,2025-09-07T16:42:55Z,Subject used phone while parked near Velachery Oil Depot,SYNTHETIC
SR000826,LOC000011,P000445,VH000220,2026-02-16T00:02:19Z,CCTV frame captured at Peelamedu Harbour Gate toll plaza,SYNTHETIC
SR000827,LOC000015,P000191,,2025-09-03T18:23:32Z,Subject observed on foot near Valluvar Layout Night Bazaar,SYNTHETIC
SR000828,LOC000019,P000551,,2026-03-27T19:27:29Z,CCTV frame captured at Meenakshi Nagar Agro Market toll plaza,SYNTHETIC
SR000829,LOC000003,P000328,VH000176,2026-06-04T08:01:02Z,CCTV frame captured at Thirunagar Cold Storage toll plaza,SYNTHETIC
SR000830,LOC000034,P000323,,2025-03-01T19:30:33Z,Vehicle sighting captured by ANPR at Mattuthavani Junction,SYNTHETIC
SR000831,LOC000030,P000228,,2025-09-11T18:46:16Z,Vehicle sighting captured by ANPR at Ganapathy Junction,SYNTHETIC
